,Season,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,PIE,NET_RATING,DEF_RATING,OFF_RATING
202324.0,2010,3,NJN,Derrick Favors,Georgia Tech,12.0,790.0,19202.0,8354.0,5608.0,851.0,0.534,0.198,0.663,24.3,10.6,7.1,1.1,60.2,0.15,0.9,14.0,0.1181848101265823,-0.21974683544303777,104.67126582278482,104.4760759493671
202325.0,2010,4,MIN,Wesley Johnson,Syracuse,9.0,609.0,13472.0,4235.0,1924.0,645.0,0.404,0.337,0.741,22.1,7.0,3.2,1.1,10.7,0.038,-1.6,1.2,0.061128078817733994,-4.525287356321839,106.47093596059113,101.98981937602625
202326.0,2010,5,SAC,DeMarcus Cousins,Kentucky,11.0,654.0,19508.0,12802.0,6664.0,1979.0,0.46,0.331,0.737,29.8,19.6,10.2,3.0,46.8,0.115,2.4,21.6,0.14629510703363913,-1.5013761467889908,107.51926605504586,106.02492354740062
202327.0,2010,6,GSW,Ekpe Udoh,Baylor,7.0,384.0,5694.0,1353.0,1100.0,260.0,0.453,,0.718,14.8,3.5,2.9,0.7,10.4,0.088,-1.4,0.8,0.06682291666666666,0.07499999999999958,102.10364583333335,102.1984375
202328.0,2010,7,DET,Greg Monroe,Georgetown,10.0,646.0,17670.0,8402.0,5293.0,1376.0,0.514,0.059,0.703,27.4,13.0,8.2,2.1,50.4,0.137,1.4,15.3,0.13379566563467493,-2.9106811145510836,107.52275541795667,104.61207430340556
202329.0,2010,8,LAC,Al-Farouq Aminu,Wake Forest,11.0,711.0,17698.0,5350.0,4280.0,879.0,0.42,0.332,0.746,24.9,7.5,6.0,1.2,27.6,0.075,-0.6,6.5,0.08772995780590717,0.49549929676511933,105.14486638537271,105.6167369901547
202330.0,2010,9,UTA,Gordon Hayward,Butler,13.0,784.0,24409.0,12187.0,3517.0,2782.0,0.455,0.369,0.825,31.1,15.5,4.5,3.5,62.0,0.122,1.8,23.1,0.11560969387755103,0.7121173469387753,106.75127551020408,107.46301020408163
202331.0,2010,10,IND,Paul George,Fresno State,13.0,793.0,26680.0,16361.0,5077.0,2929.0,0.437,0.381,0.85,33.6,20.6,6.4,3.7,81.2,0.146,4.0,40.3,0.1369293820933165,5.384615384615385,103.49419924337957,108.87099621689784
202332.0,2010,11,NOH,Cole Aldrich,Kansas,8.0,339.0,3389.0,1050.0,1131.0,183.0,0.527,,0.738,10.0,3.1,3.3,0.5,9.6,0.135,0.1,1.8,0.10423598820058996,-3.6707964601769913,103.78377581120944,100.11327433628317
202333.0,2010,12,MEM,Xavier Henry,Kansas,5.0,185.0,2905.0,1050.0,351.0,120.0,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013,-4.4,-1.7,0.048891891891891893,-4.430810810810811,103.49027027027027,99.05945945945946
202334.0,2010,13,TOR,Ed Davis,UNC,12.0,722.0,13756.0,4291.0,4616.0,539.0,0.567,,0.583,19.1,5.9,6.4,0.7,43.3,0.151,-0.2,6.2,0.10834210526315788,-2.15027700831025,104.67562326869805,102.49695290858726
202335.0,2010,14,HOU,Patrick Patterson,Kentucky,11.0,719.0,14923.0,4782.0,2799.0,736.0,0.447,0.369,0.755,20.8,6.7,3.9,1.0,31.9,0.102,,7.4,0.08264534075104311,2.541724617524339,104.92990264255911,107.47190542420029
202336.0,2010,15,MIL,Larry Sanders,VCU,6.0,238.0,4635.0,1520.0,1345.0,174.0,0.48,,0.553,19.5,6.4,5.7,0.7,10.3,0.107,-1.1,1.1,0.08197478991596638,-1.1121848739495797,99.12016806722689,98.04747899159665
202337.0,2010,16,MIN,Luke Babbitt,Nevada,8.0,381.0,5332.0,1818.0,846.0,224.0,0.408,0.402,0.747,14.0,4.8,2.2,0.6,7.2,0.065,-2.1,-0.1,0.06324409448818899,-3.6314960629921256,106.24251968503937,102.61102362204726
202338.0,2010,17,CHI,Kevin Séraphin,,7.0,423.0,6430.0,2516.0,1462.0,246.0,0.489,,0.715,15.2,5.9,3.5,0.6,5.9,0.044,-4.3,-3.6,0.07485106382978723,-6.501891252955083,103.37068557919622,96.88959810874704
202339.0,2010,18,OKC,Eric Bledsoe,Kentucky,12.0,756.0,21021.0,10348.0,2937.0,3545.0,0.452,0.336,0.784,27.8,13.7,3.9,4.7,46.1,0.105,1.6,18.8,0.114255291005291,1.9260582010582012,105.11203703703703,107.05291005291008
202340.0,2010,19,BOS,Avery Bradley,Texas,12.0,660.0,18151.0,7279.0,1863.0,1105.0,0.434,0.365,0.783,27.5,11.0,2.8,1.7,17.2,0.045,-2.4,-1.8,0.06332121212121211,-0.9175757575757575,104.99499999999999,104.05545454545454
202341.0,2010,20,SAS,James Anderson,Oklahoma State,5.0,247.0,4320.0,1422.0,560.0,291.0,0.411,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037,-2.7,-0.8,0.06351012145748988,-1.9012145748987852,105.05708502024291,103.13522267206478
202342.0,2010,21,OKC,Craig Brackins,Iowa State,2.0,17.0,121.0,30.0,19.0,9.0,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.089,-9.9,-0.2,0.018235294117647058,-28.38823529411765,113.43529411764705,85.06470588235294
202343.0,2010,22,POR,Elliot Williams,Memphis,4.0,109.0,1470.0,537.0,161.0,94.0,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-4.9,-1.1,0.06052293577981652,-10.291743119266055,104.77706422018348,94.42385321100917
202344.0,2010,23,MIN,Trevor Booker,Clemson,8.0,532.0,10872.0,3679.0,2932.0,566.0,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.116,-0.5,4.2,0.10155827067669172,-2.7684210526315787,104.8156015037594,102.0607142857143
202345.0,2010,24,ATL,Damion James,Texas,4.0,39.0,623.0,150.0,131.0,26.0,0.415,,0.667,16.0,3.8,3.4,0.7,,-0.001,-3.7,-0.3,0.044000000000000004,-2.928205128205128,96.01538461538462,93.07435897435897
202346.0,2010,25,MEM,Dominique Jones,South Florida,3.0,80.0,741.0,246.0,114.0,144.0,0.366,0.095,0.729,9.3,3.1,1.4,1.8,0.3,0.017,-2.4,-0.1,0.0909375,-8.8,100.1,91.3225
202347.0,2010,26,OKC,Quincy Pondexter,Washington,7.0,355.0,5530.0,1609.0,640.0,263.0,0.423,0.356,0.746,15.6,4.5,1.8,0.7,9.7,0.084,-1.8,0.3,0.05994647887323944,-2.7543661971830984,102.41267605633803,99.63718309859156
202348.0,2010,27,NJN,Jordan Crawford,Xavier,6.0,281.0,6843.0,3432.0,703.0,883.0,0.411,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044,-1.3,1.3,0.09685409252669039,-6.176512455516014,106.39750889679715,100.22775800711744
202349.0,2010,28,MEM,Greivis Vásquez,Maryland,7.0,401.0,9520.0,3591.0,1021.0,1935.0,0.418,0.349,0.817,23.7,9.0,2.5,4.8,12.6,0.064,-1.2,1.8,0.09572568578553615,-0.8037406483790522,104.44314214463841,103.643391521197
202350.0,2010,29,ORL,Daniel Orton,Kentucky,3.0,51.0,542.0,143.0,126.0,24.0,0.485,,0.597,10.6,2.8,2.5,0.5,1.0,0.093,-3.5,-0.2,0.06450980392156863,-8.266666666666667,100.43137254901961,92.13333333333333
202351.0,2010,30,WAS,Lazar Hayward,Marquette,3.0,72.0,591.0,207.0,90.0,35.0,0.347,0.269,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.2,-0.3,0.042027777777777775,-17.31666666666667,109.08333333333334,91.76666666666667
202353.0,2010,31,NJN,Tibor Pleiß,,1.0,12.0,82.0,24.0,15.0,2.0,0.44,,1.0,6.8,2.0,1.3,0.2,-0.1,-0.041,-11.6,-0.2,-0.004,-10.4,106.09999999999998,95.7
202354.0,2010,32,MIA,Dexter Pittman,Texas,4.0,50.0,347.0,116.0,89.0,9.0,0.45,,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-7.7,-0.5,-0.04382,-7.725999999999999,98.74400000000001,91.01799999999999
202355.0,2010,33,SAC,Hassan Whiteside,Marshall,10.0,511.0,12645.0,6450.0,5523.0,327.0,0.586,0.308,0.605,24.7,12.6,10.8,0.6,52.0,0.197,2.5,14.5,0.1524031311154599,1.2039138943248533,107.12172211350293,108.37729941291586
202356.0,2010,34,POR,Armon Johnson,Nevada,2.0,47.0,401.0,157.0,49.0,56.0,0.458,0.4,0.679,8.5,3.3,1.0,1.2,-0.1,-0.015,-4.1,-0.2,0.0817872340425532,-2.3127659574468082,94.64893617021276,92.31702127659574
202357.0,2010,35,WAS,Nemanja Bjelica,,7.0,449.0,9173.0,3412.0,2051.0,826.0,0.466,0.384,0.759,20.4,7.6,4.6,1.8,20.0,0.104,0.3,5.4,0.09057906458797328,-0.11648106904231628,107.96481069042315,107.8349665924276
,2010,36,DET,Terrico White,Ole Miss,,,,,,,,,,,,,,,,,,,,,
202359.0,2010,37,MIL,Darington Hobson,New Mexico,1.0,5.0,39.0,4.0,3.0,6.0,0.154,,,7.8,0.8,0.6,1.2,-0.2,-0.225,-13.0,-0.1,-0.011,7.8,85.5,93.3
202360.0,2010,38,NYK,Andy Rautins,Syracuse,1.0,5.0,24.0,8.0,1.0,3.0,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-13.2,-0.1,0.015,-22.4,102.0,79.6
202361.0,2010,39,NYK,Landry Fields,Stanford,5.0,255.0,6010.0,1731.0,1092.0,419.0,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.3,2.6,0.08594117647058823,-0.3984313725490192,105.04,104.67372549019609
202362.0,2010,40,IND,Lance Stephenson,Cincinnati,10.0,554.0,12680.0,4738.0,2251.0,1621.0,0.445,0.314,0.694,22.9,8.6,4.1,2.9,17.5,0.066,-1.3,2.3,0.09230505415162454,-0.9855595667870041,104.6947653429603,103.66299638989169
202363.0,2010,41,MIA,Jarvis Varnado,Mississippi State,2.0,37.0,397.0,107.0,72.0,16.0,0.582,,0.518,10.7,2.9,1.9,0.4,0.7,0.089,-3.3,-0.1,0.03775675675675676,-15.345945945945944,105.53243243243243,90.18648648648647
,2010,42,MIA,Da'Sean Butler,West Virginia,,,,,,,,,,,,,,,,,,,,,
202365.0,2010,43,LAL,Devin Ebanks,West Virginia,3.0,63.0,711.0,224.0,122.0,24.0,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.8,-0.5,0.06436507936507936,-7.666666666666667,105.16349206349207,97.4968253968254
202366.0,2010,44,MIL,Jerome Jordan,Tulsa,2.0,65.0,491.0,180.0,132.0,17.0,0.528,,0.852,7.6,2.8,2.0,0.3,1.7,0.168,-1.0,0.1,0.09235384615384616,-3.2676923076923075,101.37384615384616,98.17384615384616
,2010,45,MIN,Paulão Prestes,,,,,,,,,,,,,,,,,,,,,,
202371.0,2010,46,PHO,Gani Lawal,Georgia Tech,1.0,1.0,2.0,,,,,,,2.0,,,,,-0.009,-15.0,,-0.4,-50.0,100.0,50.0
,2010,47,MIL,Tiny Gallon,Oklahoma,,,,,,,,,,,,,,,,,,,,,
,2010,48,MIA,Latavious Williams,,,,,,,,,,,,,,,,,,,,,,
,2010,49,SAS,Ryan Richards,,,,,,,,,,,,,,,,,,,,,,
202374.0,2010,50,DAL,Solomon Alabi,Florida State,2.0,26.0,181.0,39.0,61.0,5.0,0.314,,0.7,7.0,1.5,2.3,0.2,,0.01,-4.4,-0.1,0.05946153846153846,-2.407692307692307,97.24615384615383,94.78461538461539
,2010,51,OKC,Magnum Rolle,Louisiana Tech,,,,,,,,,,,,,,,,,,,,,
202376.0,2010,52,BOS,Luke Harangody,Notre Dame,2.0,70.0,871.0,253.0,196.0,36.0,0.376,0.241,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.5,-0.3,0.0687,-6.4399999999999995,105.04,98.6
202377.0,2010,53,ATL,Pape Sy,,1.0,3.0,21.0,7.0,3.0,2.0,0.333,,1.0,7.0,2.3,1.0,0.7,,-0.047,-6.0,,0.058,-13.9,102.3,88.40000000000002
202378.0,2010,54,LAC,Willie Warren,Oklahoma,1.0,19.0,134.0,37.0,12.0,27.0,0.371,0.333,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-2.7,,0.082,7.8999999999999995,94.7,102.6
202379.0,2010,55,UTA,Jeremy Evans,Western Kentucky,7.0,250.0,2626.0,879.0,641.0,107.0,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,0.9,1.9,0.11419599999999999,-2.4244,102.17,99.7608
202380.0,2010,56,MIN,Hamady N'Diaye,Rutgers University,3.0,33.0,157.0,20.0,25.0,3.0,0.467,,0.462,4.8,0.6,0.8,0.1,,0.013,-7.3,-0.2,-0.02496969696969697,-7.154545454545456,97.2909090909091,90.1848484848485
202385.0,2010,57,IND,Ryan Reid,Florida State,1.0,5.0,17.0,8.0,2.0,,0.8,,,3.4,1.6,0.4,,0.1,0.142,-2.0,,0.137,3.3,93.8,97.1
202382.0,2010,58,LAL,Derrick Caracter,Texas-El Paso,1.0,41.0,215.0,81.0,43.0,7.0,0.485,,0.739,5.2,2.0,1.0,0.2,0.3,0.057,-7.1,-0.3,0.034,-11.8,110.0,98.2
,2010,59,ORL,Stanley Robinson,UConn,,,,,,,,,,,,,,,,,,,,,
,2010,60,PHO,Dwayne Collins,Miami (FL),,,,,,,,,,,,,,,,,,,,,
202681.0,2011,1,CLE,Kyrie Irving,Duke,12.0,671.0,23045.0,15712.0,2643.0,3834.0,0.472,0.391,0.885,34.3,23.4,3.9,5.7,79.4,0.165,4.5,37.6,0.1410953800298063,2.8605067064083456,108.89090909090908,111.73845007451565
202682.0,2011,2,MIN,Derrick Williams,Arizona,7.0,428.0,8864.0,3809.0,1693.0,293.0,0.434,0.3,0.71,20.7,8.9,4.0,0.7,14.1,0.076,-1.6,0.8,0.09363551401869159,-5.338785046728973,106.18971962616821,100.8177570093458
202683.0,2011,3,UTA,Enes Freedom,,11.0,748.0,16101.0,8349.0,5822.0,638.0,0.548,0.289,0.777,21.5,11.2,7.8,0.9,52.8,0.157,-0.1,7.6,0.13693582887700534,-0.5133689839572193,107.83903743315508,107.32473262032084
202684.0,2011,4,CLE,Tristan Thompson,Texas,11.0,730.0,19555.0,6592.0,6120.0,725.0,0.519,0.263,0.605,26.8,9.0,8.4,1.0,47.6,0.117,-1.7,1.4,0.09618630136986303,-2.125890410958904,109.5286301369863,107.41739726027397
202685.0,2011,5,TOR,Jonas Valančiūnas,,11.0,774.0,20109.0,10434.0,7375.0,964.0,0.561,0.357,0.789,26.0,13.5,9.5,1.2,73.2,0.175,1.0,15.1,0.14110723514211887,1.4892764857881138,108.07209302325582,109.57028423772611
202686.0,2011,6,WAS,Jan Veselý,,3.0,162.0,2455.0,590.0,562.0,96.0,0.521,,0.408,15.2,3.6,3.5,0.6,4.0,0.078,-2.6,-0.4,0.05566666666666667,-4.025925925925926,102.03148148148148,97.97222222222223
202687.0,2011,7,SAC,Bismack Biyombo,,12.0,799.0,15593.0,4077.0,4742.0,498.0,0.533,,0.556,19.5,5.1,5.9,0.6,31.3,0.096,-2.5,-1.9,0.08727284105131414,-5.511889862327909,107.25331664580723,101.72991239048811
202688.0,2011,8,DET,Brandon Knight,Kentucky,9.0,451.0,13202.0,6301.0,1385.0,1777.0,0.411,0.352,0.807,29.3,14.0,3.1,3.9,11.6,0.042,-1.6,1.4,0.09147450110864745,-6.728159645232815,108.20997782705099,101.5079822616408
202689.0,2011,9,CHA,Kemba Walker,UConn,12.0,750.0,24810.0,14486.0,2831.0,3938.0,0.418,0.36,0.84,33.1,19.3,3.8,5.3,59.8,0.116,2.8,29.8,0.12679333333333334,-0.9781333333333334,107.50426666666667,106.50693333333334
202690.0,2011,10,MIL,Jimmer Fredette,BYU,6.0,241.0,3213.0,1438.0,243.0,331.0,0.409,0.372,0.879,13.3,6.0,1.0,1.4,2.2,0.033,-2.5,-0.4,0.0776390041493776,-5.496265560165975,107.7908713692946,102.31991701244813
202691.0,2011,11,GSW,Klay Thompson,Washington State,10.0,716.0,23560.0,14156.0,2541.0,1667.0,0.455,0.416,0.852,32.9,19.8,3.5,2.3,51.7,0.105,0.7,15.9,0.10084217877094973,7.490921787709497,104.53575418994413,112.02248603351956
202692.0,2011,12,UTA,Alec Burks,Colorado,12.0,676.0,15501.0,7301.0,2368.0,1378.0,0.419,0.384,0.801,22.9,10.8,3.5,2.0,28.6,0.089,-0.4,6.2,0.09720710059171599,-2.0424556213017753,107.50976331360945,105.44201183431952
202693.0,2011,13,PHO,Markieff Morris,Kansas,12.0,750.0,18079.0,7954.0,3785.0,1184.0,0.446,0.343,0.778,24.1,10.6,5.0,1.6,27.5,0.073,-1.4,2.7,0.08807866666666667,-0.9792000000000004,106.55586666666666,105.59586666666668
202694.0,2011,14,HOU,Marcus Morris,Kansas,12.0,783.0,21276.0,9649.0,3556.0,1199.0,0.434,0.376,0.773,27.2,12.3,4.5,1.5,38.4,0.087,-0.7,7.1,0.08634099616858236,-0.1325670498084291,107.78914431673051,107.64367816091954
202695.0,2011,15,IND,Kawhi Leonard,San Diego State,11.0,628.0,19773.0,12324.0,4027.0,1876.0,0.495,0.387,0.859,31.5,19.6,6.4,3.0,90.4,0.219,6.8,43.9,0.15419585987261147,9.729777070063694,102.61257961783438,112.3515923566879
202696.0,2011,16,PHI,Nikola Vučević,USC,12.0,823.0,25615.0,14000.0,8634.0,2302.0,0.496,0.348,0.764,31.1,17.0,10.5,2.8,67.2,0.126,2.3,27.5,0.14352855407047388,-2.425759416767922,108.29246658566221,105.85965978128797
202697.0,2011,17,NYK,Iman Shumpert,Georgia Tech,10.0,461.0,11470.0,3320.0,1534.0,845.0,0.391,0.337,0.764,24.9,7.2,3.3,1.8,12.9,0.054,-1.7,0.9,0.06258351409978308,2.517353579175705,104.52516268980479,107.02559652928417
202698.0,2011,18,WAS,Chris Singleton,Florida State,3.0,148.0,2605.0,612.0,472.0,92.0,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-3.2,-0.8,0.050547297297297296,-5.068243243243243,101.16824324324325,96.13851351351352
202699.0,2011,19,CHA,Tobias Harris,Tennessee,12.0,827.0,26054.0,13398.0,5084.0,1914.0,0.478,0.369,0.831,31.5,16.2,6.1,2.3,64.2,0.118,1.0,19.9,0.11686215235792019,0.028174123337364323,107.68476420798066,107.70302297460702
202700.0,2011,20,MIN,Donatas Motiejūnas,,6.0,251.0,4566.0,1832.0,952.0,269.0,0.469,0.3,0.597,18.2,7.3,3.8,1.1,7.1,0.075,-2.5,-0.5,0.07057768924302789,0.5677290836653391,103.85458167330677,104.42350597609561
202701.0,2011,21,POR,Nolan Smith,Duke,2.0,84.0,829.0,277.0,83.0,97.0,0.371,0.26,0.714,9.9,3.3,1.0,1.2,-0.8,-0.047,-6.0,-0.8,0.04680952380952381,-8.566666666666666,102.16666666666667,93.6
202702.0,2011,22,DEN,Kenneth Faried,Morehead State University,8.0,478.0,11728.0,5430.0,3884.0,470.0,0.546,0.222,0.654,24.5,11.4,8.1,1.0,38.8,0.159,0.5,7.5,0.12236401673640168,-0.3332635983263599,108.4571129707113,108.14330543933055
202703.0,2011,23,HOU,Nikola Mirotić,,5.0,319.0,7718.0,3910.0,1894.0,407.0,0.423,0.359,0.808,24.2,12.3,5.9,1.3,20.8,0.129,1.6,7.1,0.11694670846394983,3.872727272727273,103.79561128526646,107.66959247648904
202704.0,2011,24,OKC,Reggie Jackson,Boston College,12.0,771.0,19658.0,9876.0,2266.0,3253.0,0.423,0.344,0.857,25.5,12.8,2.9,4.2,34.1,0.083,-0.3,8.3,0.10228793774319064,2.001815823605707,105.62762645914398,107.6450064850843
202705.0,2011,25,BOS,MarShon Brooks,Providence,5.0,200.0,3456.0,1592.0,424.0,282.0,0.447,0.345,0.751,17.3,8.0,2.1,1.4,3.3,0.046,-1.6,0.4,0.08908999999999999,-3.7879999999999994,104.535,100.71900000000001
202706.0,2011,26,DAL,Jordan Hamilton,Texas,5.0,151.0,2100.0,890.0,429.0,127.0,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3.0,0.069,-0.1,1.0,0.09533774834437087,-3.041059602649007,105.35629139072849,102.31523178807947
202707.0,2011,27,NJN,JaJuan Johnson,Purdue,1.0,36.0,298.0,114.0,58.0,6.0,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-3.9,-0.1,0.088,-6.7,94.2,87.5
202708.0,2011,28,CHI,Norris Cole,Cleveland State University,6.0,360.0,8018.0,2506.0,702.0,981.0,0.407,0.324,0.743,22.3,7.0,2.0,2.7,3.0,0.018,-4.1,-4.1,0.06104999999999999,-1.4641666666666668,104.22388888888891,102.7388888888889
202709.0,2011,29,SAS,Cory Joseph,Texas,12.0,790.0,17388.0,5588.0,1990.0,2403.0,0.442,0.35,0.787,22.0,7.1,2.5,3.0,30.5,0.084,-1.1,4.0,0.08470126582278481,0.14164556962025307,106.3246835443038,106.4439240506329
202710.0,2011,30,CHI,Jimmy Butler,Marquette,12.0,754.0,25002.0,13688.0,4033.0,3176.0,0.467,0.323,0.842,33.2,18.2,5.3,4.2,105.9,0.203,5.0,44.1,0.14062466843501328,4.279973474801061,104.73342175066313,109.02533156498674
202711.0,2011,31,MIA,Bojan Bogdanović,,9.0,662.0,19412.0,10316.0,2407.0,1097.0,0.46,0.394,0.865,29.3,15.6,3.6,1.7,36.5,0.09,-0.7,6.2,0.09409214501510574,-0.6450151057401812,109.25271903323264,108.61963746223567
202712.0,2011,32,CLE,Justin Harper,Richmond,3.0,22.0,150.0,45.0,18.0,4.0,0.34,0.276,0.333,6.8,2.0,0.8,0.2,-0.3,-0.093,-8.7,-0.2,0.01518181818181818,-27.431818181818183,111.33181818181819,83.89999999999999
202713.0,2011,33,DET,Kyle Singler,Duke,6.0,356.0,7794.0,2326.0,1026.0,272.0,0.418,0.362,0.786,21.9,6.5,2.9,0.8,10.0,0.062,-2.5,-0.9,0.05082584269662921,-2.3876404494382024,105.23539325842698,102.82921348314606
202714.0,2011,34,WAS,Shelvin Mack,Butler,8.0,456.0,8392.0,2997.0,894.0,1421.0,0.423,0.33,0.731,18.4,6.6,2.0,3.1,10.3,0.059,-1.9,0.1,0.0934890350877193,-1.3388157894736843,103.09254385964911,101.76885964912282
202715.0,2011,35,SAC,Tyler Honeycutt,UCLA,2.0,24.0,120.0,28.0,24.0,9.0,0.314,0.2,0.714,5.0,1.2,1.0,0.4,-0.1,-0.049,-5.1,-0.1,0.05575,-6.0125,103.3125,97.3
202716.0,2011,36,NJN,Jordan Williams,Maryland,1.0,43.0,635.0,197.0,156.0,11.0,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-2.1,,0.08,2.6,103.2,105.8
202717.0,2011,37,LAC,Trey Thompkins,Georgia,1.0,24.0,119.0,57.0,24.0,3.0,0.393,0.308,0.714,5.0,2.4,1.0,0.1,,0.004,-5.7,-0.1,0.082,-24.899999999999995,112.8,87.90000000000002
202718.0,2011,38,HOU,Chandler Parsons,Florida,9.0,440.0,13246.0,5571.0,1972.0,1201.0,0.462,0.373,0.713,30.1,12.7,4.5,2.7,28.9,0.105,1.1,10.2,0.09736363636363637,0.8477272727272728,105.64704545454545,106.48704545454547
202719.0,2011,39,CHA,Jeremy Tyler,,3.0,104.0,1034.0,373.0,269.0,25.0,0.45,,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-7.0,-1.3,0.05688461538461539,-5.665384615384616,103.95673076923077,98.25096153846155
202720.0,2011,40,MIL,Jon Leuer,Wisconsin,8.0,377.0,5945.0,2395.0,1426.0,301.0,0.484,0.328,0.767,15.8,6.4,3.8,0.8,13.2,0.107,-0.7,2.0,0.10055437665782495,-3.4896551724137934,103.0785145888594,99.56896551724138
202721.0,2011,41,LAL,Darius Morris,Michigan,4.0,132.0,1464.0,430.0,126.0,189.0,0.384,0.322,0.63,11.1,3.3,1.0,1.4,-0.3,-0.01,-5.1,-1.2,0.050606060606060606,-6.849242424242425,100.69469696969698,93.84545454545454
202722.0,2011,42,IND,Dāvis Bertāns,,7.0,432.0,7871.0,3371.0,1098.0,413.0,0.425,0.398,0.86,18.2,7.8,2.5,1.0,17.8,0.108,0.3,4.6,0.07858564814814814,2.7506944444444446,107.23148148148148,109.97939814814815
202723.0,2011,43,CHI,Malcolm Lee,UCLA,3.0,36.0,534.0,140.0,65.0,51.0,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.5,-0.1,0.055,-0.1888888888888888,99.33055555555556,99.14166666666667
202724.0,2011,44,GSW,Charles Jenkins,Hofstra,2.0,110.0,1334.0,408.0,100.0,214.0,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-4.5,-0.8,0.06644545454545454,-6.819090909090908,100.82000000000001,94.00090909090908
202725.0,2011,45,NOH,Josh Harrellson,Kentucky,3.0,75.0,888.0,265.0,227.0,26.0,0.438,0.347,0.629,11.8,3.5,3.0,0.3,2.1,0.116,-0.4,0.4,0.08786666666666666,3.7933333333333334,95.51733333333334,99.36
202726.0,2011,46,LAL,Andrew Goudelock,College of Charleston,3.0,49.0,475.0,197.0,34.0,24.0,0.393,0.345,0.875,9.7,4.0,0.7,0.5,,0.003,-5.0,-0.3,0.05187755102040816,-3.6142857142857143,100.73265306122448,97.11836734693878
202727.0,2011,47,LAC,Travis Leslie,Georgia,1.0,10.0,45.0,14.0,9.0,5.0,0.357,,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.3,,0.068,-25.6,104.3,78.7
202728.0,2011,48,ATL,Keith Benson,Oakland,1.0,3.0,9.0,,3.0,,,,,3.0,,1.0,,,-0.005,-7.7,,0.034,36.8,75.0,111.8
202729.0,2011,49,MEM,Josh Selby,Kansas,2.0,38.0,296.0,83.0,20.0,34.0,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-9.5,-0.6,0.012947368421052633,-12.836842105263157,100.0421052631579,87.20526315789473
202730.0,2011,50,PHI,Lavoy Allen,Temple,6.0,388.0,6905.0,1847.0,1843.0,384.0,0.471,0.133,0.682,17.8,4.8,4.8,1.0,13.8,0.096,-2.1,-0.1,0.08593298969072165,-0.6600515463917527,100.9680412371134,100.2770618556701
,2011,51,POR,Jon Diebler,Ohio State,,,,,,,,,,,,,,,,,,,,,
202731.0,2011,52,DET,Vernon Macklin,Florida,1.0,23.0,135.0,46.0,34.0,5.0,0.543,,0.571,5.9,2.0,1.5,0.2,0.5,0.161,1.2,0.1,0.105,3.2,98.6,101.8
202732.0,2011,53,ORL,DeAndre Liggins,Kentucky,5.0,177.0,1907.0,346.0,252.0,122.0,0.402,0.352,0.549,10.8,2.0,1.4,0.7,1.6,0.04,-2.2,-0.1,0.04619774011299435,-6.866101694915254,106.15875706214689,99.29265536723163
,2011,54,CLE,Milan Mačvan,,,,,,,,,,,,,,,,,,,,,,
202734.0,2011,55,BOS,E'Twaun Moore,Purdue,10.0,598.0,12564.0,4743.0,1208.0,1055.0,0.455,0.388,0.742,21.0,7.9,2.0,1.8,14.8,0.057,-1.9,0.2,0.07101505016722408,-2.0100334448160537,104.81371237458195,102.79381270903009
,2011,56,LAL,Chukwudiebere Maduabum,,,,,,,,,,,,,,,,,,,,,,
,2011,57,DAL,Tanguy Ngombo,,,,,,,,,,,,,,,,,,,,,,
,2011,58,LAL,Ater Majok,,,,,,,,,,,,,,,,,,,,,,
,2011,59,SAS,Ádám Hanga,,,,,,,,,,,,,,,,,,,,,,
