,Season,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP.1,PTS.1,TRB.1,AST.1,WS,WS/48,BPM,VORP,PIE,NET_RATING,DEF_RATING,OFF_RATING
202738.0,2011,60,SAC,Isaiah Thomas,Washington,11.0,550.0,15563.0,9715.0,1321.0,2638.0,0.434,0.362,0.872,28.3,17.7,2.4,4.8,45.3,0.14,2.1,16.1,0.1183690909090909,0.11890909090909066,108.11527272727271,108.20890909090907
203076.0,2012,1,NOH,Anthony Davis,Kentucky,11.0,660.0,22709.0,15841.0,6865.0,1562.0,0.519,0.3,0.793,34.4,24.0,10.4,2.4,100.3,0.212,6.1,46.1,0.17524696969696968,1.6283333333333334,106.91378787878789,108.51590909090909
203077.0,2012,2,CHA,Michael Kidd-Gilchrist,Kentucky,8.0,446.0,10978.0,3750.0,2420.0,515.0,0.474,0.272,0.715,24.6,8.4,5.4,1.2,21.0,0.092,-1.8,0.6,0.0843609865470852,0.10426008968609872,104.34417040358744,104.4340807174888
203078.0,2012,3,WAS,Bradley Beal,Florida,11.0,695.0,24091.0,15391.0,2837.0,2972.0,0.46,0.372,0.823,34.7,22.1,4.1,4.3,52.2,0.104,1.7,22.6,0.11728633093525181,0.5614388489208633,108.50805755395685,109.07769784172662
203079.0,2012,4,CLE,Dion Waiters,Syracuse,8.0,419.0,11835.0,5505.0,1108.0,1163.0,0.412,0.346,0.694,28.2,13.1,2.6,2.8,8.8,0.036,-2.1,-0.4,0.07694272076372316,0.08233890214797146,106.1073985680191,106.20190930787591
203080.0,2012,5,SAC,Thomas Robinson,Kansas,5.0,313.0,4204.0,1528.0,1507.0,190.0,0.47,,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.5,-1.6,0.09362619808306709,-6.714376996805112,107.5996805111821,100.82492012779554
203081.0,2012,6,POR,Damian Lillard,Weber State,11.0,769.0,27942.0,19376.0,3253.0,5151.0,0.439,0.372,0.895,36.3,25.2,4.2,6.7,103.1,0.177,4.9,48.6,0.14550715214564372,3.3288686605981797,109.28309492847852,112.61105331599481
203084.0,2012,7,GSW,Harrison Barnes,UNC,11.0,829.0,26418.0,11796.0,4183.0,1504.0,0.455,0.378,0.811,31.9,14.2,5.0,1.8,51.4,0.093,-0.8,7.8,0.0921158021712907,0.673462002412545,107.93256936067552,108.61531966224365
203082.0,2012,8,TOR,Terrence Ross,Washington,11.0,733.0,17956.0,8047.0,2061.0,936.0,0.418,0.362,0.837,24.5,11.0,2.8,1.3,25.0,0.067,-1.0,4.5,0.07923328785811733,-1.1875852660300137,108.12523874488404,106.92783083219643
203083.0,2012,9,DET,Andre Drummond,UConn,11.0,785.0,22118.0,10337.0,9963.0,1036.0,0.542,0.128,0.475,28.2,13.2,12.7,1.3,70.5,0.153,1.2,18.0,0.14302802547770702,-0.9234394904458597,108.00675159235668,107.08152866242038
203085.0,2012,10,NOH,Austin Rivers,Duke,11.0,707.0,16858.0,5996.0,1442.0,1513.0,0.419,0.349,0.653,23.8,8.5,2.0,2.1,15.2,0.043,-3.1,-4.5,0.05778642149929279,-1.0506364922206506,108.45388967468176,107.38543140028291
203086.0,2012,11,POR,Meyers Leonard,Illinois,10.0,456.0,7272.0,2545.0,1771.0,396.0,0.482,0.39,0.812,15.9,5.6,3.9,0.9,15.8,0.104,-1.5,1.0,0.08555043859649122,-2.8344298245614037,107.10701754385966,104.29890350877191
203087.0,2012,12,HOU,Jeremy Lamb,UConn,10.0,573.0,11896.0,5805.0,2073.0,904.0,0.439,0.342,0.857,20.8,10.1,3.6,1.6,26.8,0.108,0.6,7.9,0.10748865619546248,0.5603839441535776,106.21780104712042,106.79214659685864
203088.0,2012,13,PHO,Kendall Marshall,UNC,4.0,160.0,3083.0,802.0,253.0,779.0,0.399,0.37,0.611,19.3,5.0,1.6,4.9,1.0,0.015,-3.5,-1.1,0.07492499999999999,-7.0512500000000005,107.57249999999999,100.555
203089.0,2012,14,MIL,John Henson,UNC,8.0,445.0,8752.0,3383.0,2368.0,496.0,0.54,0.25,0.568,19.7,7.6,5.3,1.1,20.7,0.113,-0.5,3.4,0.10800898876404494,-2.6570786516853935,104.95483146067416,102.29775280898876
203090.0,2012,15,PHI,Maurice Harkless,St. John's,10.0,621.0,14019.0,4259.0,2198.0,572.0,0.474,0.32,0.624,22.6,6.9,3.5,0.9,23.0,0.079,-0.8,4.1,0.06593397745571658,-2.0344605475040254,107.66618357487923,105.63091787439615
203091.0,2012,16,HOU,Royce White,Iowa State,1.0,3.0,9.0,,,,,,,3.0,,,,,-0.121,-16.9,,-0.074,-31.600000000000005,115.8,84.2
203092.0,2012,17,DAL,Tyler Zeller,UNC,8.0,414.0,7254.0,2873.0,1820.0,367.0,0.508,0.286,0.764,17.5,6.9,4.4,0.9,17.1,0.113,-2.0,,0.0967367149758454,-1.9297101449275362,103.88743961352655,101.95772946859903
203093.0,2012,18,HOU,Terrence Jones,Kentucky,6.0,234.0,5562.0,2431.0,1334.0,238.0,0.501,0.297,0.621,23.8,10.4,5.7,1.0,14.7,0.127,0.5,3.6,0.10674786324786326,-2.376923076923077,107.11324786324786,104.78076923076922
203094.0,2012,19,ORL,Andrew Nicholson,St. Bonaventure,5.0,285.0,4080.0,1700.0,857.0,126.0,0.467,0.321,0.773,14.3,6.0,3.0,0.4,3.8,0.045,-3.6,-1.6,0.08216491228070175,-6.668771929824561,103.44701754385964,96.77824561403509
203095.0,2012,20,DEN,Evan Fournier,,11.0,672.0,18934.0,9387.0,1820.0,1711.0,0.443,0.379,0.799,28.2,14.0,2.7,2.5,30.6,0.078,-1.0,4.7,0.08091220238095238,-1.6096726190476192,108.22217261904763,106.60624999999999
203096.0,2012,21,BOS,Jared Sullinger,Ohio State,5.0,269.0,6532.0,2893.0,2006.0,477.0,0.436,0.272,0.723,24.3,10.8,7.5,1.8,15.3,0.113,-0.4,2.7,0.10754646840148699,1.1293680297397768,102.19293680297399,103.32230483271375
203097.0,2012,22,BOS,Fab Melo,Syracuse,1.0,6.0,36.0,7.0,3.0,,0.5,,0.25,6.0,1.2,0.5,,,0.021,-7.6,-0.1,-0.01,-12.800000000000002,102.90000000000002,90.09999999999998
203098.0,2012,23,ATL,John Jenkins,Vanderbilt,6.0,171.0,2183.0,855.0,250.0,138.0,0.441,0.367,0.847,12.8,5.0,1.5,0.8,3.0,0.065,-1.9,0.1,0.08508187134502923,-5.659649122807017,104.14210526315792,98.49532163742691
203099.0,2012,24,CLE,Jared Cunningham,Oregon State,4.0,84.0,605.0,197.0,56.0,39.0,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.7,-0.6,0.036654761904761905,-3.011904761904762,100.57976190476191,97.51547619047618
203100.0,2012,25,MEM,Tony Wroten,Washington,4.0,145.0,3076.0,1604.0,363.0,437.0,0.413,0.231,0.647,21.2,11.1,2.5,3.0,-1.3,-0.021,-3.4,-1.1,0.07432413793103448,-11.810344827586205,106.71034482758623,94.9
203101.0,2012,26,IND,Miles Plumlee,Duke,7.0,346.0,5658.0,1697.0,1562.0,178.0,0.542,,0.543,16.4,4.9,4.5,0.5,10.6,0.09,-1.9,0.2,0.08474566473988439,-3.624566473988439,105.12485549132947,101.521387283237
203102.0,2012,27,MIA,Arnett Moultrie,Mississippi State,2.0,59.0,729.0,210.0,180.0,12.0,0.547,,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-2.8,-0.1,0.08638983050847458,-8.810169491525423,106.0271186440678,97.23728813559322
203103.0,2012,28,OKC,Perry Jones,Baylor,3.0,143.0,1675.0,488.0,252.0,54.0,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-3.5,-0.6,0.059118881118881125,-1.6825174825174822,102.93006993006993,101.27762237762238
203104.0,2012,29,CHI,Marquis Teague,Kentucky,3.0,91.0,909.0,217.0,90.0,134.0,0.343,0.222,0.661,10.0,2.4,1.0,1.5,-0.9,-0.045,-6.5,-1.0,0.04181318681318681,-4.051648351648352,99.44065934065935,95.38901098901098
203105.0,2012,30,GSW,Festus Ezeli,Vanderbilt,3.0,170.0,2394.0,712.0,725.0,63.0,0.513,,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-2.0,,0.07230588235294118,3.835294117647059,99.58470588235295,103.42
203106.0,2012,31,CHA,Jeff Taylor,Vanderbilt,3.0,132.0,2566.0,807.0,263.0,107.0,0.409,0.319,0.665,19.4,6.1,2.0,0.8,1.3,0.024,-4.2,-1.5,0.04856060606060607,-9.404545454545456,104.5439393939394,95.11742424242425
203107.0,2012,32,WAS,Tomáš Satoranský,,6.0,388.0,8617.0,2676.0,1117.0,1586.0,0.468,0.354,0.82,22.2,6.9,2.9,4.1,17.9,0.1,-0.9,2.4,0.08918556701030927,-1.143556701030928,108.19536082474228,107.06675257731959
203108.0,2012,33,CLE,Bernard James,Florida State,3.0,92.0,761.0,203.0,212.0,13.0,0.497,,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.8,,0.06769565217391305,-1.4282608695652175,101.75217391304349,100.32391304347827
203109.0,2012,34,CLE,Jae Crowder,Marquette,11.0,753.0,18902.0,7180.0,3210.0,1209.0,0.418,0.348,0.778,25.1,9.5,4.3,1.6,41.3,0.105,0.3,11.1,0.08315139442231076,4.28539176626826,104.81752988047808,109.12151394422311
203110.0,2012,35,GSW,Draymond Green,Michigan State,11.0,758.0,21809.0,6577.0,5276.0,4233.0,0.449,0.314,0.712,28.8,8.7,7.0,5.6,57.4,0.126,2.5,24.7,0.10374406332453827,8.231530343007915,102.62269129287598,110.86055408970977
203111.0,2012,36,SAC,Orlando Johnson,UC Santa Barbara,3.0,103.0,1112.0,329.0,180.0,69.0,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-2.4,-0.1,0.07133009708737864,-3.55631067961165,98.03009708737865,94.48058252427184
203112.0,2012,37,TOR,Quincy Acy,Baylor,7.0,337.0,5392.0,1642.0,1179.0,217.0,0.444,0.35,0.759,16.0,4.9,3.5,0.6,8.7,0.078,-2.0,-0.1,0.07540356083086054,-3.1640949554896136,104.5593471810089,101.38961424332344
203113.0,2012,38,DEN,Quincy Miller,Baylor,3.0,69.0,934.0,295.0,169.0,37.0,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-3.9,-0.5,0.04757971014492753,-0.9478260869565214,103.82753623188407,102.87971014492753
203114.0,2012,39,DET,Khris Middleton,Texas A&M,11.0,684.0,21493.0,11633.0,3306.0,2624.0,0.457,0.388,0.882,31.4,17.0,4.8,3.8,52.5,0.117,0.7,14.9,0.11308187134502926,4.089327485380118,106.05380116959064,110.14312865497075
203115.0,2012,40,POR,Will Barton,Memphis,11.0,679.0,17116.0,7625.0,2792.0,1817.0,0.43,0.355,0.787,25.2,11.2,4.1,2.7,26.5,0.074,-0.4,6.9,0.09637113402061855,-1.2341678939617085,107.72709867452136,106.50883652430045
203116.0,2012,41,POR,Tyshawn Taylor,Kansas,2.0,61.0,491.0,174.0,33.0,57.0,0.354,0.36,0.684,8.0,2.9,0.5,0.9,-0.9,-0.088,-8.1,-0.8,0.027622950819672133,-18.596721311475413,112.40655737704917,93.872131147541
203117.0,2012,42,MIL,Doron Lamb,Kentucky,2.0,100.0,1272.0,345.0,95.0,75.0,0.381,0.394,0.7,12.7,3.5,1.0,0.8,0.1,0.005,-5.8,-1.2,0.03619,-2.813,102.103,99.29
203118.0,2012,43,ATL,Mike Scott,Virginia,9.0,555.0,9182.0,3736.0,1727.0,499.0,0.453,0.362,0.757,16.5,6.7,3.1,0.9,16.8,0.088,-1.7,0.6,0.08773153153153153,-0.18054054054054033,103.74144144144145,103.56216216216217
203119.0,2012,44,DET,Kim English,Missouri,1.0,41.0,407.0,119.0,37.0,26.0,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2,0.038,-6.5,107.19999999999999,100.59999999999998
203120.0,2012,45,PHI,Justin Hamilton,LSU,3.0,113.0,1961.0,687.0,403.0,91.0,0.464,0.309,0.798,17.4,6.1,3.6,0.8,3.7,0.091,-0.9,0.5,0.08619469026548673,-12.490265486725665,110.48053097345132,97.89734513274335
203121.0,2012,46,NOH,Darius Miller,Kentucky,6.0,271.0,5358.0,1597.0,447.0,367.0,0.419,0.383,0.84,19.8,5.9,1.6,1.4,6.5,0.059,-2.3,-0.4,0.0502029520295203,-0.2560885608856089,105.94760147601475,105.67490774907749
203122.0,2012,47,UTA,Kevin Murphy,Tennessee Technological University,1.0,17.0,52.0,15.0,4.0,2.0,0.25,0.2,,3.1,0.9,0.2,0.1,-0.3,-0.272,-16.8,-0.2,-0.038,-40.9,123.6,82.7
203123.0,2012,48,NYK,Kostas Papanikolaou,,2.0,69.0,1089.0,249.0,158.0,101.0,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.7,-0.2,0.05147826086956521,-2.773913043478261,101.42173913043479,98.64782608695653
203124.0,2012,49,ORL,Kyle O'Quinn,Norfolk State,8.0,472.0,6714.0,2568.0,2166.0,643.0,0.517,0.218,0.74,14.2,5.4,4.6,1.4,17.8,0.128,0.9,5.0,0.11908050847457628,-3.3082627118644066,105.66546610169493,102.34343220338984
,2012,50,DEN,İzzet Türkyılmaz,,,,,,,,,,,,,,,,,,,,,,
203126.0,2012,51,BOS,Kris Joseph,Syracuse,1.0,10.0,54.0,9.0,7.0,1.0,0.143,,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-9.9,-0.1,-0.003,-3.7,100.0,96.3
203136.0,2012,52,GSW,Ognjen Kuzmić,,2.0,37.0,164.0,35.0,38.0,8.0,0.52,,0.6,4.4,0.9,1.0,0.2,0.2,0.061,-5.6,-0.2,0.031081081081081086,-29.22432432432432,111.4,82.23243243243243
203128.0,2012,53,LAC,Furkan Aldemir,,1.0,41.0,540.0,93.0,176.0,28.0,0.513,,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-3.6,-0.2,0.066,-8.2,106.80000000000001,98.5
203129.0,2012,54,PHI,Tornike Shengelia,,2.0,45.0,247.0,59.0,39.0,17.0,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-7.0,-0.3,0.033355555555555555,-5.560000000000001,103.28888888888889,97.78666666666666
203130.0,2012,55,DAL,Darius Johnson-Odom,Marquette,2.0,7.0,21.0,,6.0,2.0,,,,3.0,,0.9,0.3,-0.3,-0.597,-25.5,-0.1,-0.12228571428571429,-33.97142857142857,90.48571428571428,56.528571428571425
,2012,56,TOR,Tomislav Zubčić,,,,,,,,,,,,,,,,,,,,,,
,2012,57,NJN,İlkan Karaman,,,,,,,,,,,,,,,,,,,,,,
203133.0,2012,58,MIN,Robbie Hummel,Purdue,2.0,98.0,1397.0,379.0,266.0,50.0,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-3.1,-0.4,0.06786734693877551,-2.826530612244898,106.30816326530613,103.48163265306123
,2012,59,SAS,Marcus Denmon,Missouri,,,,,,,,,,,,,,,,,,,,,
203135.0,2012,60,LAL,Robert Sacre,Gonzaga,4.0,189.0,2745.0,787.0,593.0,126.0,0.436,,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-4.0,-1.4,0.05300529100529101,-5.949735449735449,105.46349206349205,99.51375661375663
203461.0,2013,1,CLE,Anthony Bennett,UNLV,4.0,151.0,1905.0,658.0,472.0,77.0,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-4.8,-1.3,0.06480794701986756,-12.296026490066225,111.01125827814568,98.69337748344371
203506.0,2013,2,ORL,Victor Oladipo,Indiana,10.0,504.0,16247.0,8503.0,2245.0,1970.0,0.436,0.347,0.788,32.2,16.9,4.5,3.9,25.6,0.076,0.7,11.0,0.10811111111111113,-0.33373015873015854,105.64503968253969,105.34265873015872
203490.0,2013,3,WAS,Otto Porter Jr.,Georgetown,10.0,512.0,13226.0,5380.0,2570.0,775.0,0.478,0.397,0.797,25.8,10.5,5.0,1.5,36.5,0.132,1.8,12.6,0.100568359375,1.850390625,105.49414062500001,107.3556640625
203469.0,2013,4,CHA,Cody Zeller,Indiana,10.0,509.0,11190.0,4300.0,3013.0,701.0,0.522,0.218,0.73,22.0,8.4,5.9,1.4,32.7,0.14,-0.6,4.0,0.09924557956777998,0.20962671905697433,106.25795677799607,106.44223968565817
203458.0,2013,5,PHO,Alex Len,Maryland,10.0,596.0,10930.0,4414.0,3401.0,501.0,0.507,0.327,0.683,18.3,7.4,5.7,0.8,21.9,0.096,-1.9,0.2,0.09308389261744966,-5.618288590604026,108.29093959731544,102.64765100671141
203457.0,2013,6,NOH,Nerlens Noel,Kentucky,9.0,467.0,10281.0,3338.0,2835.0,501.0,0.546,0.2,0.655,22.0,7.1,6.1,1.1,28.3,0.132,0.9,7.4,0.10775374732334046,-5.241113490364025,105.23083511777301,99.986295503212
203463.0,2013,7,SAC,Ben McLemore,Kansas,9.0,556.0,12534.0,5015.0,1269.0,563.0,0.414,0.363,0.78,22.5,9.0,2.3,1.0,9.0,0.035,-3.1,-3.4,0.05697302158273381,-4.001798561151079,108.70935251798561,104.70755395683453
203484.0,2013,8,DET,Kentavious Caldwell-Pope,Georgia,10.0,759.0,22355.0,8733.0,2356.0,1333.0,0.424,0.365,0.814,29.5,11.5,3.1,1.8,39.1,0.084,-0.8,6.6,0.07256258234519103,0.5811594202898551,107.90764163372859,108.48010540184453
203504.0,2013,9,MIN,Trey Burke,Michigan,9.0,498.0,10401.0,4792.0,878.0,1522.0,0.41,0.345,0.81,20.9,9.6,1.8,3.1,12.9,0.06,-1.3,1.7,0.09057630522088354,-2.5337349397590363,108.20823293172691,105.69056224899597
203468.0,2013,10,POR,CJ McCollum,Lehigh,10.0,665.0,21273.0,12909.0,2369.0,2473.0,0.453,0.395,0.804,32.0,19.4,3.6,3.7,44.6,0.101,1.3,17.5,0.10611729323308272,2.0320300751879703,108.43353383458647,110.44781954887219
203487.0,2013,11,PHI,Michael Carter-Williams,Syracuse,9.0,395.0,9942.0,4040.0,1718.0,1708.0,0.402,0.256,0.705,25.2,10.2,4.3,4.3,6.6,0.032,-1.2,1.8,0.0909113924050633,-3.5002531645569617,106.04050632911392,102.53670886075952
203500.0,2013,12,OKC,Steven Adams,Pitt,10.0,706.0,18944.0,6518.0,5788.0,1079.0,0.587,0.067,0.536,26.8,9.2,8.2,1.5,59.3,0.15,0.5,12.1,0.09626912181303116,5.604249291784702,105.98583569405099,111.61033994334277
203482.0,2013,13,DAL,Kelly Olynyk,Gonzaga,10.0,678.0,15350.0,6993.0,3507.0,1500.0,0.478,0.368,0.794,22.6,10.3,5.2,2.2,39.6,0.124,0.9,11.0,0.1050575221238938,1.6883480825958703,106.48731563421828,108.18687315634217
203498.0,2013,14,UTA,Shabazz Muhammad,UCLA,5.0,278.0,4772.0,2504.0,770.0,151.0,0.473,0.319,0.751,17.2,9.0,2.8,0.5,8.5,0.085,-2.0,,0.09611510791366906,-7.660791366906474,110.2431654676259,102.56906474820143
203507.0,2013,15,MIL,Giannis Antetokounmpo,,10.0,719.0,23378.0,16280.0,6891.0,3379.0,0.537,0.287,0.708,32.5,22.6,9.6,4.7,96.1,0.197,6.2,48.6,0.17039360222531294,4.464116828929068,105.51835883171073,109.98164116828927
203512.0,2013,16,BOS,Lucas Nogueira,,4.0,141.0,1754.0,446.0,388.0,72.0,0.632,0.265,0.64,12.4,3.2,2.8,0.5,6.0,0.165,2.3,1.9,0.08815602836879434,6.486524822695037,101.21205673758867,107.70283687943261
203471.0,2013,17,ATL,Dennis Schröder,,10.0,687.0,18433.0,9636.0,1994.0,3205.0,0.434,0.337,0.836,26.8,14.0,2.9,4.7,26.2,0.068,-1.4,3.0,0.10225181950509461,0.19141193595342051,106.15385735080058,106.35502183406113
203499.0,2013,18,ATL,Shane Larkin,Miami (FL),4.0,256.0,4880.0,1399.0,490.0,737.0,0.422,0.336,0.777,19.1,5.5,1.9,2.9,4.4,0.044,-2.4,-0.6,0.079453125,-4.864062499999999,104.22265625,99.3375
203508.0,2013,19,CLE,Sergey Karasev,,3.0,95.0,1110.0,287.0,140.0,87.0,0.395,0.282,0.842,11.7,3.0,1.5,0.9,0.8,0.036,-3.4,-0.4,0.0508,-2.5715789473684207,103.30947368421054,100.7378947368421
203503.0,2013,20,CHI,Tony Snell,New Mexico,9.0,601.0,13092.0,3672.0,1371.0,669.0,0.431,0.394,0.846,21.8,6.1,2.3,1.1,18.5,0.068,-2.0,-0.1,0.05965058236272878,-0.4970049916805325,106.161231281198,105.67487520798669
203476.0,2013,21,UTA,Gorgui Dieng,Louisville,10.0,628.0,12625.0,4591.0,3534.0,837.0,0.496,0.355,0.791,20.1,7.3,5.6,1.3,30.7,0.117,0.2,7.1,0.10905414012738852,-4.8649681528662425,108.57563694267516,103.71671974522293
203486.0,2013,22,BRK,Mason Plumlee,Duke,10.0,740.0,16823.0,6341.0,5078.0,1856.0,0.595,0.049,0.567,22.7,8.6,6.9,2.5,52.1,0.149,1.4,14.4,0.11124324324324325,-1.2777027027027028,109.68905405405407,108.41135135135134
203524.0,2013,23,IND,Solomon Hill,Arizona,9.0,448.0,9652.0,2453.0,1399.0,662.0,0.388,0.331,0.797,21.5,5.5,3.1,1.5,11.9,0.059,-2.1,-0.3,0.060142857142857144,-0.3171875,106.11718750000001,105.78683035714285
203501.0,2013,24,NYK,Tim Hardaway Jr.,Michigan,10.0,657.0,17989.0,9168.0,1901.0,1224.0,0.42,0.361,0.808,27.4,14.0,2.9,1.9,28.1,0.075,-0.9,5.0,0.08752054794520547,-0.8025875190258753,109.07001522070016,108.2503805175038
203493.0,2013,25,LAC,Reggie Bullock,UNC,10.0,512.0,12139.0,3943.0,1378.0,632.0,0.425,0.384,0.827,23.7,7.7,2.7,1.2,20.8,0.082,-1.1,2.6,0.06742968749999999,0.18125000000000008,107.1232421875,107.3044921875
203460.0,2013,26,MIN,Andre Roberson,Colorado,7.0,307.0,6801.0,1382.0,1230.0,265.0,0.473,0.253,0.468,22.2,4.5,4.0,0.9,12.6,0.089,-0.6,2.3,0.05707491856677524,5.481107491856678,101.50749185667752,106.98631921824105
203497.0,2013,27,DEN,Rudy Gobert,,10.0,681.0,20449.0,8531.0,7933.0,894.0,0.654,,0.639,30.0,12.5,11.6,1.3,94.4,0.221,3.6,29.2,0.15147430249632896,6.19618208516887,102.53744493392071,108.74390602055801
,2013,28,SAS,Livio Jean-Charles,,,,,,,,,,,,,,,,,,,,,,
203462.0,2013,29,OKC,Archie Goodwin,Kentucky,4.0,165.0,2396.0,1040.0,331.0,206.0,0.429,0.236,0.7,14.5,6.3,2.0,1.2,1.1,0.022,-3.0,-0.6,0.074,-10.006060606060604,107.67090909090909,97.72424242424242
203517.0,2013,30,PHO,Nemanja Nedović,,1.0,24.0,142.0,26.0,15.0,13.0,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.0,-0.3,-0.013,-22.3,105.59999999999998,83.3
203459.0,2013,31,CLE,Allen Crabbe,California,7.0,381.0,9125.0,3453.0,1073.0,434.0,0.425,0.387,0.831,24.0,9.1,2.8,1.1,13.7,0.072,-1.6,0.9,0.06668766404199475,-2.472965879265092,107.12860892388451,104.66299212598425
203518.0,2013,32,OKC,Álex Abrines,,3.0,174.0,2777.0,924.0,248.0,88.0,0.387,0.368,0.88,16.0,5.3,1.4,0.5,5.0,0.086,-1.9,0.1,0.04831609195402299,0.567816091954023,105.81436781609196,106.36436781609196
203467.0,2013,33,CLE,Carrick Felix,Arizona State,1.0,7.0,38.0,19.0,6.0,4.0,0.5,0.4,0.75,5.4,2.7,0.9,0.6,,0.057,-3.4,,0.087,7.3,101.2,108.5
203477.0,2013,34,HOU,Isaiah Canaan,Murray State,6.0,235.0,4799.0,1913.0,438.0,454.0,0.371,0.351,0.836,20.4,8.1,1.9,1.9,4.3,0.043,-2.4,-0.5,0.06921702127659574,-7.802127659574468,107.27446808510638,99.45957446808511
203318.0,2013,35,PHI,Glen Rice Jr.,Georgia Tech,2.0,16.0,152.0,43.0,24.0,9.0,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-6.6,-0.2,0.008,-5.2875,93.975,88.6875
203492.0,2013,36,SAC,Ray McCallum,Detroit Mercy,3.0,154.0,2808.0,920.0,306.0,368.0,0.408,0.335,0.711,18.2,6.0,2.0,2.4,2.1,0.035,-2.6,-0.4,0.07236363636363638,-4.42012987012987,107.39090909090909,102.97077922077922
203502.0,2013,37,DET,Tony Mitchell,University of North Texas,1.0,21.0,79.0,22.0,26.0,2.0,0.417,1.0,0.579,3.8,1.0,1.2,0.1,0.2,0.151,0.4,,0.09800000000000002,6.200000000000001,93.1,99.4
203489.0,2013,38,WAS,Nate Wolters,South Dakota State,3.0,84.0,1575.0,461.0,185.0,209.0,0.423,0.261,0.635,18.8,5.5,2.2,2.5,0.9,0.028,-2.6,-0.2,0.07266666666666667,-0.8952380952380953,101.4904761904762,100.6202380952381
203481.0,2013,39,POR,Jeff Withey,Kansas,5.0,207.0,2072.0,666.0,518.0,64.0,0.525,0.143,0.716,10.1,3.2,2.5,0.3,6.8,0.157,0.5,1.3,0.09800483091787439,0.7444444444444447,102.3512077294686,103.07101449275363
203511.0,2013,40,POR,Grant Jerrett,Arizona,1.0,8.0,51.0,16.0,9.0,3.0,0.269,0.067,1.0,6.4,2.0,1.1,0.4,-0.1,-0.128,-10.8,-0.1,-0.018,-17.3,109.1,91.7
203479.0,2013,41,MEM,Jamaal Franklin,San Diego State,2.0,24.0,174.0,42.0,25.0,9.0,0.415,0.462,1.0,7.3,1.8,1.0,0.4,,-0.006,-5.9,-0.2,0.023624999999999997,-0.012500000000000474,101.84999999999998,101.92500000000001
203510.0,2013,42,PHI,Pierre Jackson,Baylor,1.0,9.0,84.0,35.0,9.0,19.0,0.333,0.273,0.857,10.5,4.4,1.1,2.4,,0.021,-4.4,-0.1,0.104,31.799999999999997,85.5,117.30000000000001
203495.0,2013,43,MIL,Ricky Ledo,Providence,2.0,28.0,277.0,109.0,38.0,21.0,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.6,-0.4,0.049107142857142856,-0.26785714285714285,99.87857142857142,99.6107142857143
203488.0,2013,44,DAL,Mike Muscala,Bucknell,10.0,495.0,7639.0,3049.0,1574.0,428.0,0.457,0.379,0.838,15.4,6.2,3.2,0.9,19.1,0.12,0.2,4.2,0.09299595959595962,-0.5040404040404041,105.0678787878788,104.57676767676767
,2013,45,POR,Marko Todorović,,,,,,,,,,,,,,,,,,,,,,
203475.0,2013,46,UTA,Erick Green,Virginia Tech,2.0,52.0,452.0,159.0,37.0,42.0,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-4.0,-0.2,0.06265384615384616,-7.898076923076924,107.35384615384615,99.53846153846153
203526.0,2013,47,ATL,Raul Neto,,8.0,435.0,6765.0,2470.0,658.0,913.0,0.458,0.361,0.812,15.6,5.7,1.5,2.1,11.6,0.082,-1.5,0.8,0.08279540229885057,3.9533333333333336,103.77816091954024,107.71908045977013
203527.0,2013,48,LAL,Ryan Kelly,Duke,4.0,163.0,3125.0,981.0,504.0,215.0,0.378,0.316,0.797,19.2,6.0,3.1,1.3,3.0,0.046,-2.6,-0.5,0.0689079754601227,-2.3306748466257665,104.14294478527607,101.81226993865029
203513.0,2013,49,CHI,Erik Murphy,Florida,1.0,24.0,62.0,6.0,8.0,2.0,0.231,,,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.6,-0.1,-0.011000000000000001,-41.4,104.7,63.4
